userId	geneSymbol	geneName	entrezgene	score	gLink
2512	FTL	ferritin light chain	2512	-1.12035816038205	https://www.ncbi.nlm.nih.gov/gene/?term=2512
253559	CADM2	cell adhesion molecule 2	253559	1.05039165795179	https://www.ncbi.nlm.nih.gov/gene/?term=253559
2539	G6PD	glucose-6-phosphate dehydrogenase	2539	0.613141543615888	https://www.ncbi.nlm.nih.gov/gene/?term=2539
253980	KCTD13	potassium channel tetramerization domain containing 13	253980	-2.76826370984248	https://www.ncbi.nlm.nih.gov/gene/?term=253980
2548	GAA	alpha glucosidase	2548	-0.69173296520223	https://www.ncbi.nlm.nih.gov/gene/?term=2548
2550	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	2550	1.05770597341682	https://www.ncbi.nlm.nih.gov/gene/?term=2550
2553	GABPB1	GA binding protein transcription factor subunit beta 1	2553	0.632793161799284	https://www.ncbi.nlm.nih.gov/gene/?term=2553
256302	NATD1	N-acetyltransferase domain containing 1	256302	2.52876892745011	https://www.ncbi.nlm.nih.gov/gene/?term=256302
256394	SERPINA11	serpin family A member 11	256394	-3.79852472398757	https://www.ncbi.nlm.nih.gov/gene/?term=256394
2571	GAD1	glutamate decarboxylase 1	2571	0.325661651458712	https://www.ncbi.nlm.nih.gov/gene/?term=2571
257194	NEGR1	neuronal growth regulator 1	257194	2.49855535541572	https://www.ncbi.nlm.nih.gov/gene/?term=257194
25797	QPCT	glutaminyl-peptide cyclotransferase	25797	-0.688720418902973	https://www.ncbi.nlm.nih.gov/gene/?term=25797
25802	LMOD1	leiomodin 1	25802	3.05322107209162	https://www.ncbi.nlm.nih.gov/gene/?term=25802
25805	BAMBI	BMP and activin membrane bound inhibitor	25805	3.58266018715884	https://www.ncbi.nlm.nih.gov/gene/?term=25805
25814	ATXN10	ataxin 10	25814	-3.49306209748093	https://www.ncbi.nlm.nih.gov/gene/?term=25814
25837	RAB26	RAB26, member RAS oncogene family	25837	-3.85180175072686	https://www.ncbi.nlm.nih.gov/gene/?term=25837
25843	MOB4	MOB family member 4, phocein	25843	-1.30719641076853	https://www.ncbi.nlm.nih.gov/gene/?term=25843
25853	DCAF12	DDB1 and CUL4 associated factor 12	25853	2.09698160414354	https://www.ncbi.nlm.nih.gov/gene/?term=25853
2591	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	2591	2.33743734671025	https://www.ncbi.nlm.nih.gov/gene/?term=2591
25928	SOSTDC1	sclerostin domain containing 1	25928	2.07070257908325	https://www.ncbi.nlm.nih.gov/gene/?term=25928
25932	CLIC4	chloride intracellular channel 4	25932	-0.490975756449744	https://www.ncbi.nlm.nih.gov/gene/?term=25932
25939	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	25939	-0.523967287533812	https://www.ncbi.nlm.nih.gov/gene/?term=25939
2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597	1.73271230560621	https://www.ncbi.nlm.nih.gov/gene/?term=2597
26040	SETBP1	SET binding protein 1	26040	0.274161306571106	https://www.ncbi.nlm.nih.gov/gene/?term=26040
2618	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618	-0.57403638680766	https://www.ncbi.nlm.nih.gov/gene/?term=2618
2619	GAS1	growth arrest specific 1	2619	-2.14438406795555	https://www.ncbi.nlm.nih.gov/gene/?term=2619
26258	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6	26258	1.5972692856662	https://www.ncbi.nlm.nih.gov/gene/?term=26258
2628	GATM	glycine amidinotransferase	2628	-1.73117684066008	https://www.ncbi.nlm.nih.gov/gene/?term=2628
26289	AK5	adenylate kinase 5	26289	-1.16907745597154	https://www.ncbi.nlm.nih.gov/gene/?term=26289
2638	GC	GC vitamin D binding protein	2638	0.0786083909431933	https://www.ncbi.nlm.nih.gov/gene/?term=2638
2641	GCG	glucagon	2641	-2.10169997594909	https://www.ncbi.nlm.nih.gov/gene/?term=2641
26577	PCOLCE2	procollagen C-endopeptidase enhancer 2	26577	1.35911373460744	https://www.ncbi.nlm.nih.gov/gene/?term=26577
266722	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	266722	3.97499380710917	https://www.ncbi.nlm.nih.gov/gene/?term=266722
2668	GDNF	glial cell derived neurotrophic factor	2668	2.71524374105236	https://www.ncbi.nlm.nih.gov/gene/?term=2668
2670	GFAP	glial fibrillary acidic protein	2670	1.44047851385951	https://www.ncbi.nlm.nih.gov/gene/?term=2670
2676	GFRA3	GDNF family receptor alpha 3	2676	1.05937819964801	https://www.ncbi.nlm.nih.gov/gene/?term=2676
2690	GHR	growth hormone receptor	2690	4.22486881027946	https://www.ncbi.nlm.nih.gov/gene/?term=2690
26998	FETUB	fetuin B	26998	3.81708542742886	https://www.ncbi.nlm.nih.gov/gene/?term=26998
27036	SIGLEC7	sialic acid binding Ig like lectin 7	27036	2.39402708304841	https://www.ncbi.nlm.nih.gov/gene/?term=27036
27044	SND1	staphylococcal nuclease and tudor domain containing 1	27044	0.850456475470202	https://www.ncbi.nlm.nih.gov/gene/?term=27044
